EmployeeID,Name,ReviewPeriod,Rating,Comments
603,Deborah Weaver,Q3 2023,4.6,Excellent performance
604,David Mcdowell,Q4 2023,3.9,Very good performance
605,Melissa Chavez,Q1 2023,2.3,Excellent performance
606,Karen Davis,Q2 2023,1.9,Good performance
607,Michael Mills,Q3 2023,1.1,Good performance
608,Emily Moore,Q4 2023,1.8,Excellent performance
609,Gregory Garcia,Q1 2023,1.4,Needs improvement
610,Tiffany Jacobson,Q2 2023,2.4,Excellent performance
611,Jonathan Patterson,Q3 2023,3.3,Good performance
612,James Gutierrez MD,Q4 2023,2.0,Excellent performance
613,Kristina Russell,Q1 2023,3.4,Good performance
614,Anita Ferrell,Q2 2023,4.4,Needs improvement
615,Jasmine Berger,Q3 2023,4.1,Good performance
616,Kayla Johnson,Q4 2023,2.2,Very good performance
617,Mr. Eric Anderson II,Q1 2023,3.3,Very good performance
618,Kevin Jackson,Q2 2023,2.7,Excellent performance
619,Melissa Chavez,Q3 2023,3.0,Very good performance
620,Jessica Anderson,Q4 2023,1.5,Very good performance
621,Jeffrey Coleman,Q1 2023,4.2,Excellent performance
622,Ashley Sullivan,Q2 2023,1.5,Excellent performance
623,Zachary Jensen,Q3 2023,4.8,Needs improvement
624,Bryan Keller,Q4 2023,3.0,Needs improvement
625,Christopher Nelson,Q1 2023,5.0,Needs improvement
626,Lynn Ferrell,Q2 2023,4.7,Very good performance
627,Thomas Gordon,Q3 2023,2.5,Needs improvement
628,Matthew Cruz,Q4 2023,3.4,Needs improvement
629,Sherry Church,Q1 2023,3.0,Excellent performance
630,Jason Smith,Q2 2023,3.1,Excellent performance
631,Priscilla Morales,Q3 2023,3.5,Very good performance
632,Larry Baker,Q4 2023,2.7,Very good performance
633,Lauren Phillips,Q1 2023,4.4,Excellent performance
634,Steven Juarez,Q2 2023,3.9,Good performance
635,Patrick Taylor,Q3 2023,3.0,Very good performance
636,Joseph Gonzalez,Q4 2023,1.8,Needs improvement
637,Juan Holder,Q1 2023,3.9,Needs improvement
638,Tamara Rocha,Q2 2023,1.6,Excellent performance
639,Gregory Gibbs,Q3 2023,4.9,Very good performance
640,Jamie Phillips,Q4 2023,2.8,Very good performance
641,Philip Howard,Q1 2023,2.2,Excellent performance
642,Patrick Taylor,Q2 2023,3.2,Very good performance
643,Sarah Pacheco,Q3 2023,2.0,Needs improvement
644,Rita Zimmerman,Q4 2023,3.7,Needs improvement
645,Dustin Williamson,Q1 2023,2.3,Very good performance
646,Juan Holder,Q2 2023,3.8,Very good performance
647,Kelly Sweeney,Q3 2023,1.5,Very good performance
648,Connie Dixon,Q4 2023,1.3,Good performance
649,Natalie Nichols,Q1 2023,4.5,Needs improvement
650,Tina Vaughan,Q2 2023,1.4,Good performance
651,Amy Jones,Q3 2023,4.8,Good performance
652,Vanessa Lee,Q4 2023,3.6,Very good performance
653,David Aguilar,Q1 2023,1.5,Excellent performance
654,Seth Mckee,Q2 2023,3.6,Very good performance
655,Dr. Henry Martin,Q3 2023,4.3,Excellent performance
656,Laurie Reed,Q4 2023,2.2,Very good performance
657,Angela Wall,Q1 2023,2.5,Very good performance
658,Jerome Curtis,Q2 2023,2.6,Very good performance
659,Megan Kennedy,Q3 2023,4.5,Very good performance
660,Julie Walter,Q4 2023,4.9,Needs improvement
661,Gloria Gaines,Q1 2023,3.2,Very good performance
662,Jason Kent,Q2 2023,3.8,Excellent performance
663,April Garner,Q3 2023,3.4,Very good performance
664,Cynthia Garcia,Q4 2023,5.0,Good performance
665,Justin Deleon,Q1 2023,2.2,Very good performance
666,Jennifer Baker,Q2 2023,4.8,Good performance
667,Cindy Mills,Q3 2023,4.0,Needs improvement
668,Denise Robinson,Q4 2023,2.9,Good performance
669,Gabriella Rodgers,Q1 2023,2.0,Excellent performance
670,Michael Rivera,Q2 2023,2.2,Excellent performance
671,Gregory Clark,Q3 2023,3.4,Good performance
672,Tyler Campbell,Q4 2023,4.3,Needs improvement
673,Cynthia Quinn,Q1 2023,2.7,Excellent performance
674,Steven Cox,Q2 2023,4.6,Excellent performance
675,Gary Olson,Q3 2023,2.3,Good performance
676,Joseph Reese,Q4 2023,4.0,Very good performance
677,Cynthia Bell,Q1 2023,2.7,Very good performance
678,Thomas Wilson,Q2 2023,1.8,Good performance
679,Michael Kennedy,Q3 2023,3.1,Good performance
680,James Jones,Q4 2023,4.7,Very good performance
681,Kevin Mosley,Q1 2023,3.4,Excellent performance
682,Amanda Richardson,Q2 2023,3.5,Very good performance
683,Angela Wall,Q3 2023,3.9,Needs improvement
684,Cynthia Norris,Q4 2023,1.2,Good performance
685,Tanya Conner,Q1 2023,3.5,Needs improvement
686,Patricia Hamilton,Q2 2023,1.2,Excellent performance
687,Scott Hudson,Q3 2023,2.2,Very good performance
688,Nicholas Brown,Q4 2023,3.9,Very good performance
689,Angela Wall,Q1 2023,2.6,Excellent performance
690,Jillian Evans,Q2 2023,4.1,Good performance
691,Russell Carroll,Q3 2023,1.9,Good performance
692,Michele Fuller,Q4 2023,3.6,Excellent performance
693,Christina Gomez,Q1 2023,2.9,Very good performance
694,Jason Smith,Q2 2023,4.4,Needs improvement
695,Robyn Thompson,Q3 2023,3.8,Excellent performance
696,Timothy Welch,Q4 2023,4.0,Good performance
697,Michael Ryan,Q1 2023,2.4,Good performance
698,Michelle Becker,Q2 2023,3.5,Very good performance
699,Dr. Leah Ford,Q3 2023,2.0,Good performance
700,Candace Cortez,Q4 2023,2.3,Needs improvement
701,Cassandra Henderson,Q1 2023,1.3,Excellent performance
702,Brandon Eaton,Q2 2023,2.2,Excellent performance
703,David Lucas,Q3 2023,3.6,Very good performance
704,Rhonda Delgado,Q4 2023,4.0,Good performance
705,Laura Bishop,Q1 2023,4.6,Needs improvement
706,Laurie Reed,Q2 2023,2.5,Very good performance
707,Jennifer Larson,Q3 2023,4.3,Good performance
708,Michael Perkins,Q4 2023,3.5,Good performance
709,Mary Figueroa,Q1 2023,2.6,Needs improvement
710,Lori English,Q2 2023,4.4,Needs improvement
711,Steven Reed,Q3 2023,3.2,Excellent performance
712,Brandon Smith,Q4 2023,4.9,Needs improvement
713,Brian Olson,Q1 2023,3.6,Very good performance
714,Heidi Taylor,Q2 2023,1.7,Very good performance
715,Chad Snyder,Q3 2023,1.9,Excellent performance
716,Kevin Mosley,Q4 2023,4.0,Needs improvement
717,Kevin Melton MD,Q1 2023,2.7,Good performance
718,Kevin Kim,Q2 2023,4.7,Very good performance
719,Clinton Maldonado,Q3 2023,1.2,Very good performance
720,Destiny Walters,Q4 2023,3.7,Needs improvement
721,Melissa Chavez,Q1 2023,3.0,Good performance
722,Regina Martin,Q2 2023,2.5,Very good performance
723,Jennifer Tate,Q3 2023,2.2,Excellent performance
724,Paul Lee,Q4 2023,3.9,Very good performance
725,Linda Ramirez,Q1 2023,3.8,Needs improvement
726,Kirk Frederick,Q2 2023,3.1,Good performance
727,Lauren Phillips,Q3 2023,1.4,Excellent performance
728,Matthew Arias,Q4 2023,4.7,Excellent performance
729,Elizabeth Aguirre,Q1 2023,3.0,Good performance
730,Tammy Robertson,Q2 2023,3.1,Good performance
731,Kim Douglas,Q3 2023,2.5,Needs improvement
732,Shari Watson,Q4 2023,1.5,Excellent performance
733,Robin Olson,Q1 2023,3.7,Needs improvement
734,Preston Owen,Q2 2023,3.5,Very good performance
735,Mrs. Pamela Brown,Q3 2023,3.5,Excellent performance
736,Mr. Eric Anderson II,Q4 2023,1.2,Needs improvement
737,Lee Ellis,Q1 2023,3.0,Excellent performance
738,Sarah Pacheco,Q2 2023,2.7,Excellent performance
739,Mary Thompson,Q3 2023,4.6,Good performance
740,Ryan Weiss,Q4 2023,1.5,Very good performance
741,William Ramirez,Q1 2023,3.8,Good performance
742,Paul Lee,Q2 2023,3.8,Needs improvement
743,Sydney Caldwell,Q3 2023,2.4,Excellent performance
744,Stacy Howell,Q4 2023,2.4,Good performance
745,Michael Simpson,Q1 2023,2.6,Excellent performance
746,Jacob Jackson,Q2 2023,2.8,Excellent performance
747,Tara Pope,Q3 2023,2.2,Needs improvement
748,Peggy Craig,Q4 2023,3.9,Needs improvement
749,Thomas Lloyd,Q1 2023,1.7,Good performance
750,David Sullivan,Q2 2023,2.6,Excellent performance
751,Shawn Wyatt,Q3 2023,4.6,Needs improvement
752,Robin Mckinney,Q4 2023,3.8,Excellent performance
753,Jose Wilcox DDS,Q1 2023,3.6,Good performance
754,Alyssa Gray,Q2 2023,4.8,Good performance
755,Darren Sanchez,Q3 2023,1.2,Very good performance
756,Laura Bowers,Q4 2023,1.7,Needs improvement
757,Karen Collins,Q1 2023,1.2,Good performance
758,Adam Sosa,Q2 2023,2.1,Needs improvement
759,Lindsey Schwartz,Q3 2023,2.9,Good performance
760,Elizabeth Aguirre,Q4 2023,1.4,Excellent performance
761,Mr. Jeremy House,Q1 2023,2.7,Needs improvement
762,Deanna Martinez,Q2 2023,2.5,Very good performance
763,Barbara Moses,Q3 2023,2.2,Excellent performance
764,Cynthia Bell,Q4 2023,3.7,Good performance
765,Christopher Campbell,Q1 2023,3.2,Very good performance
766,Denise Lopez,Q2 2023,3.4,Needs improvement
767,Justin Snyder,Q3 2023,4.4,Very good performance
768,Sarah Jimenez,Q4 2023,2.3,Good performance
769,Danielle Mccarthy,Q1 2023,4.9,Very good performance
770,James Jordan,Q2 2023,1.4,Good performance
771,Sheryl Baker,Q3 2023,3.5,Needs improvement
772,Jacob Turner,Q4 2023,3.9,Needs improvement
773,Cynthia Bell,Q1 2023,3.7,Very good performance
774,Ariana Ponce,Q2 2023,1.1,Needs improvement
775,Tammy Robertson,Q3 2023,2.9,Excellent performance
776,Robert Stone,Q4 2023,2.7,Excellent performance
777,Catherine Wilson,Q1 2023,1.4,Excellent performance
778,Kristen Jenkins,Q2 2023,2.3,Very good performance
779,Dr. Steven Moreno,Q3 2023,4.8,Very good performance
780,Jasmine Berger,Q4 2023,4.9,Excellent performance
781,Ian Mcpherson,Q1 2023,4.8,Very good performance
782,Amy West,Q2 2023,2.2,Needs improvement
783,Jeremy Sanders,Q3 2023,2.3,Needs improvement
784,Nicholas Brown,Q4 2023,1.2,Very good performance
785,Lisa Lopez,Q1 2023,1.6,Good performance
786,Jeffery Gomez,Q2 2023,4.6,Good performance
787,Jeffrey Marshall,Q3 2023,4.1,Very good performance
788,Julian Booth,Q4 2023,1.4,Excellent performance
789,Joshua Nichols,Q1 2023,4.1,Excellent performance
790,Robin Olson,Q2 2023,5.0,Good performance
791,Michael Turner,Q3 2023,1.2,Good performance
792,Maria Garcia,Q4 2023,4.3,Needs improvement
793,Jade Fry,Q1 2023,1.6,Excellent performance
794,Robin Sanchez DDS,Q2 2023,2.7,Excellent performance
795,Victoria Cooper,Q3 2023,1.4,Very good performance
796,Jerome Curtis,Q4 2023,1.4,Excellent performance
797,Paul Martin,Q1 2023,2.4,Excellent performance
798,David Mcdowell,Q2 2023,1.1,Needs improvement
799,David Griffin,Q3 2023,1.4,Needs improvement
800,Amy Massey,Q4 2023,4.2,Good performance
801,Melissa Perkins,Q1 2023,4.6,Excellent performance
802,Lee Pruitt,Q2 2023,3.3,Good performance
803,Dawn Frazier,Q3 2023,2.7,Needs improvement
804,Danielle Powell,Q4 2023,3.9,Good performance
805,Sharon Mcgee,Q1 2023,4.6,Needs improvement
806,Kirk Baker,Q2 2023,1.9,Good performance
807,Mary Wright,Q3 2023,3.0,Needs improvement
808,Derek Lloyd,Q4 2023,2.3,Very good performance
809,David Pittman,Q1 2023,2.6,Excellent performance
810,Michael Turner,Q2 2023,3.9,Excellent performance
811,Marcia Soto,Q3 2023,4.5,Excellent performance
812,Joseph Davidson,Q4 2023,3.6,Good performance
813,Kathy Payne,Q1 2023,3.7,Needs improvement
814,Melanie Ross,Q2 2023,2.8,Good performance
815,Angela Wilkerson,Q3 2023,4.5,Very good performance
816,Jennifer Pace,Q4 2023,2.1,Needs improvement
817,Daniel Lee,Q1 2023,1.0,Very good performance
818,Jackson Atkins,Q2 2023,1.6,Good performance
819,Kimberly Bowen,Q3 2023,1.3,Excellent performance
820,Carl Beck,Q4 2023,2.2,Good performance
821,Samuel Sharp,Q1 2023,1.3,Excellent performance
822,Michelle Salazar,Q2 2023,1.6,Good performance
823,Mr. Zachary Anderson,Q3 2023,1.2,Excellent performance
824,Shane Curry,Q4 2023,4.3,Good performance
825,Erin Stone,Q1 2023,4.8,Good performance
826,Jessica Newman,Q2 2023,3.8,Good performance
827,Denise Robinson,Q3 2023,2.1,Excellent performance
828,Kathryn Bates,Q4 2023,1.1,Very good performance
829,Lori Blackwell,Q1 2023,1.1,Excellent performance
830,Mr. James Munoz DDS,Q2 2023,3.0,Needs improvement
831,Phillip Jordan,Q3 2023,2.1,Excellent performance
832,Phyllis Stuart,Q4 2023,3.3,Good performance
833,Michele Mack,Q1 2023,4.4,Very good performance
834,Taylor Young,Q2 2023,1.5,Very good performance
835,Brittany Chen,Q3 2023,4.6,Excellent performance
836,Ricardo Allen,Q4 2023,4.4,Good performance
837,Mason Bradford,Q1 2023,3.1,Excellent performance
838,Julie Walter,Q2 2023,2.3,Very good performance
839,Margaret Hale,Q3 2023,4.8,Good performance
840,Catherine Krause,Q4 2023,2.5,Needs improvement
841,Rachel Alexander,Q1 2023,3.0,Needs improvement
842,Nicole Wilkins,Q2 2023,3.2,Excellent performance
843,Eric Edwards,Q3 2023,3.3,Needs improvement
844,Ian Mcpherson,Q4 2023,2.1,Excellent performance
845,Alejandra Smith,Q1 2023,3.7,Excellent performance
846,James Castillo,Q2 2023,2.2,Very good performance
847,Stephen Wilson,Q3 2023,2.6,Excellent performance
848,Melissa Chavez,Q4 2023,4.6,Very good performance
849,Patricia Davis,Q1 2023,1.2,Needs improvement
850,Nicholas Fuller,Q2 2023,4.7,Good performance
851,Susan Franco,Q3 2023,3.4,Needs improvement
852,David Chavez,Q4 2023,4.6,Excellent performance
853,Eric Edwards,Q1 2023,2.9,Needs improvement
854,Mark Moore,Q2 2023,2.5,Very good performance
855,Marcus Merritt,Q3 2023,4.1,Needs improvement
856,Courtney Barry DDS,Q4 2023,3.7,Good performance
857,Jacob Howe,Q1 2023,2.5,Excellent performance
858,Laura Bishop,Q2 2023,1.1,Good performance
859,Lisa Spencer,Q3 2023,1.8,Needs improvement
860,Veronica Walsh,Q4 2023,4.4,Needs improvement
861,Derek Lloyd,Q1 2023,2.3,Very good performance
862,Jacob Turner,Q2 2023,3.0,Very good performance
863,Erin Weiss,Q3 2023,3.5,Good performance
864,Kevin Melton MD,Q4 2023,3.6,Excellent performance
865,Travis Martin,Q1 2023,3.0,Excellent performance
866,Lauren Phillips,Q2 2023,3.1,Very good performance
867,Lindsey Forbes,Q3 2023,1.4,Excellent performance
868,Steven Reed,Q4 2023,2.1,Excellent performance
869,Nicholas Adams,Q1 2023,4.8,Excellent performance
870,Melissa Taylor,Q2 2023,3.8,Good performance
871,Tiffany Moses,Q3 2023,2.0,Excellent performance
872,Darryl Jones,Q4 2023,4.3,Excellent performance
873,Brian Johnson,Q1 2023,3.7,Very good performance
874,Ashley Richard,Q2 2023,3.9,Very good performance
875,Sandra Scott,Q3 2023,2.0,Good performance
876,Mr. Eric Anderson II,Q4 2023,2.6,Good performance
877,Clifford Kelly,Q1 2023,4.2,Excellent performance
878,Jerome Curtis,Q2 2023,1.5,Good performance
879,Kathryn Bates,Q3 2023,4.9,Good performance
880,Traci Davis,Q4 2023,4.4,Needs improvement
881,Nicholas Adams,Q1 2023,3.2,Needs improvement
882,Lynn Ferrell,Q2 2023,3.1,Good performance
883,Tiffany Jacobson,Q3 2023,3.6,Needs improvement
884,Wesley Diaz,Q4 2023,4.0,Very good performance
885,Mrs. Ashley Fox MD,Q1 2023,2.9,Needs improvement
886,Tracy Collier,Q2 2023,2.7,Very good performance
887,William Douglas,Q3 2023,1.4,Very good performance
888,Mrs. Casey Ibarra,Q4 2023,2.8,Very good performance
889,Derrick Schneider,Q1 2023,5.0,Good performance
890,Anthony Lopez,Q2 2023,4.2,Very good performance
891,Derrick Schneider,Q3 2023,2.5,Excellent performance
892,Vanessa Lee,Q4 2023,3.7,Good performance
893,Justin Mclaughlin,Q1 2023,4.5,Good performance
894,Jennifer Michael,Q2 2023,2.7,Excellent performance
895,Katie Hughes,Q3 2023,3.2,Excellent performance
896,Devon Rodgers,Q4 2023,1.8,Very good performance
897,Michael Turner,Q1 2023,2.4,Good performance
898,Michele Mack,Q2 2023,1.0,Excellent performance
899,Laurie Reed,Q3 2023,1.3,Needs improvement
900,Brandi Little,Q4 2023,4.8,Very good performance
901,Shawn Warren,Q1 2023,2.2,Good performance
902,Kevin Mosley,Q2 2023,2.6,Excellent performance
903,Jackson Atkins,Q3 2023,1.8,Very good performance
904,Kathleen Day,Q4 2023,1.3,Needs improvement
905,Emily Estrada,Q1 2023,4.2,Excellent performance
906,Edward Perkins,Q2 2023,2.1,Excellent performance
907,Jeffrey Marshall,Q3 2023,2.2,Very good performance
908,Jill Gilbert,Q4 2023,1.8,Excellent performance
909,Katelyn Stanley,Q1 2023,4.3,Good performance
910,Tracy Fletcher,Q2 2023,3.6,Very good performance
911,Danny Hernandez,Q3 2023,2.8,Good performance
912,Amanda Arnold,Q4 2023,3.6,Needs improvement
913,Dr. Jon Sanford DDS,Q1 2023,3.2,Good performance
914,Jacob Schroeder,Q2 2023,2.1,Excellent performance
915,Ashley Richard,Q3 2023,3.8,Needs improvement
916,Kevin Davis,Q4 2023,4.0,Very good performance
917,Karen Weaver,Q1 2023,1.1,Needs improvement
918,Daniel Clark,Q2 2023,4.8,Good performance
919,Denise Hernandez,Q3 2023,4.2,Needs improvement
920,Jenny Jackson,Q4 2023,2.8,Good performance
921,Dawn Frazier,Q1 2023,3.2,Good performance
922,Jade Fry,Q2 2023,4.9,Good performance
923,Peggy Craig,Q3 2023,2.2,Needs improvement
924,Joan Thomas,Q4 2023,3.5,Very good performance
925,Jackson Atkins,Q1 2023,3.8,Excellent performance
926,Jessica Anderson,Q2 2023,3.8,Excellent performance
927,Laurie Haynes,Q3 2023,3.9,Needs improvement
928,Kyle Weber MD,Q4 2023,3.8,Very good performance
929,Kaitlyn Morales,Q1 2023,4.5,Excellent performance
930,William Aguirre,Q2 2023,2.2,Very good performance
931,Cynthia Mann,Q3 2023,2.6,Excellent performance
932,Patrick Glass,Q4 2023,3.7,Good performance
933,Jessica Roy,Q1 2023,2.4,Needs improvement
934,Amy West,Q2 2023,4.6,Very good performance
935,Mr. Michael Avila,Q3 2023,1.7,Very good performance
936,Glenn Everett,Q4 2023,3.6,Needs improvement
937,Michael Butler,Q1 2023,4.0,Needs improvement
938,Dana Roman,Q2 2023,2.4,Very good performance
939,Perry Molina,Q3 2023,4.0,Excellent performance
940,Michelle Becker,Q4 2023,2.8,Excellent performance
941,Brandon Smith,Q1 2023,2.6,Good performance
942,Karen Coleman,Q2 2023,2.7,Good performance
943,Justin Mclaughlin,Q3 2023,4.3,Very good performance
944,Brianna Barry,Q4 2023,3.0,Good performance
945,Lisa Hess,Q1 2023,3.7,Good performance
946,Nicole Wilson,Q2 2023,2.4,Excellent performance
947,Kenneth Price,Q3 2023,4.1,Good performance
948,Daniel Lee,Q4 2023,1.7,Excellent performance
949,Thomas Gordon,Q1 2023,2.9,Excellent performance
950,Lauren Pierce,Q2 2023,3.9,Excellent performance
951,Jennifer Holloway,Q3 2023,3.5,Good performance
952,Angela Michael,Q4 2023,3.5,Excellent performance
953,Anita Lopez,Q1 2023,2.5,Needs improvement
954,David Brennan,Q2 2023,1.9,Very good performance
955,Nicole Morris,Q3 2023,3.6,Very good performance
956,Warren Oneal,Q4 2023,1.2,Very good performance
957,Paul Martin,Q1 2023,2.6,Good performance
958,Kevin Kim,Q2 2023,2.9,Very good performance
959,Aaron Michael,Q3 2023,3.1,Good performance
960,Jennifer Alexander,Q4 2023,1.5,Very good performance
961,Lucas Pham,Q1 2023,3.4,Needs improvement
962,Eric Jimenez,Q2 2023,4.7,Needs improvement
963,Denise Hernandez,Q3 2023,3.6,Very good performance
964,Kevin Mosley,Q4 2023,2.4,Needs improvement
965,Mr. David Morris Jr.,Q1 2023,2.1,Very good performance
966,Kristopher Watts,Q2 2023,1.8,Needs improvement
967,Jose Wilcox DDS,Q3 2023,2.6,Very good performance
968,James Castillo,Q4 2023,1.9,Needs improvement
969,John Murillo,Q1 2023,1.3,Needs improvement
970,Michele Mack,Q2 2023,4.3,Excellent performance
971,John Rogers,Q3 2023,1.5,Excellent performance
972,Jose Hester MD,Q4 2023,2.9,Very good performance
973,Katrina Malone,Q1 2023,2.1,Excellent performance
974,Lauren Pope,Q2 2023,2.2,Good performance
975,David Pittman,Q3 2023,2.3,Very good performance
976,Jacob Jackson,Q4 2023,2.5,Very good performance
977,Tracy Fletcher,Q1 2023,1.9,Good performance
978,Jennifer Larson,Q2 2023,2.9,Good performance
979,Jacob Jackson,Q3 2023,1.8,Excellent performance
980,Michael Blair,Q4 2023,1.2,Good performance
981,Ryan Thompson,Q1 2023,3.7,Good performance
982,Robert Bender,Q2 2023,4.2,Excellent performance
983,Summer Wise,Q3 2023,1.2,Excellent performance
984,Lisa Guzman,Q4 2023,1.4,Excellent performance
985,Stephen Swanson DVM,Q1 2023,3.5,Excellent performance
986,Sharon Gillespie,Q2 2023,2.0,Very good performance
987,Holly Garcia,Q3 2023,3.4,Excellent performance
988,Brianna Barry,Q4 2023,3.1,Needs improvement
989,Cheryl Jones,Q1 2023,4.1,Excellent performance
990,Christopher Webb,Q2 2023,4.5,Excellent performance
991,Tammy Weber,Q3 2023,3.6,Very good performance
992,Dr. Steven Moreno,Q4 2023,2.5,Very good performance
993,Gregory Fisher,Q1 2023,3.2,Good performance
994,Jessica Turner,Q2 2023,2.9,Good performance
995,Christine Wright,Q3 2023,3.5,Needs improvement
996,Teresa Mooney,Q4 2023,1.2,Needs improvement
997,Dustin Williamson,Q1 2023,4.2,Needs improvement
998,Stephen Sanchez,Q2 2023,2.7,Needs improvement
999,Jennifer Tate,Q3 2023,1.4,Good performance
1000,Jade Fry,Q4 2023,4.5,Very good performance
1001,Brandon King,Q1 2023,4.7,Good performance
1002,Steven Drake,Q2 2023,1.3,Excellent performance
1003,Joshua West,Q3 2023,4.6,Needs improvement
1004,Nicole Morgan,Q4 2023,4.1,Good performance
1005,Cindy Hawkins,Q1 2023,2.7,Excellent performance
1006,Lindsay James,Q2 2023,1.2,Very good performance
1007,Christopher Fox,Q3 2023,3.0,Excellent performance
1008,Angela Kim,Q4 2023,3.7,Excellent performance
1009,Eric Foster,Q1 2023,1.0,Needs improvement
1010,Jennifer Larson,Q2 2023,2.8,Excellent performance
1011,Phyllis Stuart,Q3 2023,1.3,Excellent performance
1012,Brandi Little,Q4 2023,2.9,Very good performance
1013,Mr. Timothy Neal,Q1 2023,3.9,Very good performance
1014,Sergio Hart,Q2 2023,1.3,Needs improvement
1015,Jerry Arnold,Q3 2023,4.8,Needs improvement
1016,Johnny Johnson,Q4 2023,3.6,Very good performance
1017,Daniel Silva,Q1 2023,1.6,Good performance
1018,Cynthia Norris,Q2 2023,2.1,Good performance
1019,Thomas Wilson,Q3 2023,2.4,Excellent performance
1020,Paul Martin,Q4 2023,3.1,Very good performance
1021,Timothy Welch,Q1 2023,1.1,Very good performance
1022,Scott Duncan,Q2 2023,4.4,Very good performance
1023,Taylor Young,Q3 2023,4.6,Very good performance
1024,Jacob Schroeder,Q4 2023,1.0,Excellent performance
1025,Nicholas Williams,Q1 2023,2.3,Very good performance
1026,Richard Aguilar,Q2 2023,1.0,Very good performance
1027,Danielle Gibbs,Q3 2023,2.8,Good performance
1028,Dr. Leah Ford,Q4 2023,2.0,Needs improvement
1029,Cheryl Kirby,Q1 2023,1.9,Good performance
1030,Cynthia Wallace,Q2 2023,4.6,Good performance
1031,Scott Duncan,Q3 2023,1.1,Good performance
1032,Mary Watson,Q4 2023,1.9,Good performance
1033,Chase Mayo,Q1 2023,3.7,Excellent performance
1034,Melissa Mercado,Q2 2023,1.5,Needs improvement
1035,Lauren Phillips,Q3 2023,4.2,Excellent performance
1036,Dana Roman,Q4 2023,4.7,Excellent performance
1037,Mary Wells,Q1 2023,3.4,Needs improvement
1038,Jasmine Davenport,Q2 2023,1.7,Excellent performance
1039,Michael Kaiser,Q3 2023,4.2,Good performance
1040,Sean Jones,Q4 2023,3.0,Needs improvement
1041,Mark Tucker,Q1 2023,4.8,Excellent performance
1042,Ashley Brooks,Q2 2023,3.7,Needs improvement
1043,Erin Bautista,Q3 2023,1.7,Very good performance
1044,Michael Ross,Q4 2023,1.4,Excellent performance
1045,Warren Oneal,Q1 2023,2.2,Excellent performance
1046,Derek Marquez,Q2 2023,2.3,Good performance
1047,David Houston,Q3 2023,4.2,Needs improvement
1048,Kim Douglas,Q4 2023,3.6,Very good performance
1049,Audrey Alvarez,Q1 2023,3.5,Very good performance
1050,Tyler Wong,Q2 2023,1.9,Good performance
1051,Tiffany Jacobson,Q3 2023,3.3,Excellent performance
1052,Jennifer Malone,Q4 2023,2.1,Very good performance
1053,Terri Taylor,Q1 2023,3.7,Excellent performance
1054,Lisa Watson,Q2 2023,2.1,Good performance
1055,Patrick Sanchez,Q3 2023,4.5,Good performance
1056,Samantha Jones,Q4 2023,2.2,Very good performance
1057,Kimberly Randolph,Q1 2023,3.9,Excellent performance
1058,Jeffrey Turner,Q2 2023,2.7,Needs improvement
1059,Barbara Moses,Q3 2023,4.0,Very good performance
1060,Kristen Brown,Q4 2023,1.6,Good performance
1061,Tracy Collier,Q1 2023,3.0,Good performance
1062,Brian Lewis,Q2 2023,1.1,Good performance
1063,Samantha Jones,Q3 2023,2.2,Good performance
1064,Megan Jones,Q4 2023,3.7,Needs improvement
1065,Calvin Jones,Q1 2023,1.5,Good performance
1066,Linda Caldwell,Q2 2023,1.1,Good performance
1067,Jason Moss,Q3 2023,3.6,Needs improvement
1068,Tina Hale,Q4 2023,4.9,Excellent performance
1069,Thomas Wright,Q1 2023,2.4,Good performance
1070,Candace Cortez,Q2 2023,5.0,Very good performance
1071,Michael Butler,Q3 2023,2.4,Very good performance
1072,Joseph White,Q4 2023,3.5,Very good performance
1073,Andrea Miller,Q1 2023,1.6,Excellent performance
1074,Linda Miller,Q2 2023,1.2,Good performance
1075,Lori English,Q3 2023,1.9,Good performance
1076,Ryan Rogers,Q4 2023,1.2,Needs improvement
1077,David Roy,Q1 2023,3.0,Excellent performance
1078,Derek Lloyd,Q2 2023,1.2,Excellent performance
1079,Paul Odonnell,Q3 2023,4.5,Needs improvement
1080,Steve Jones,Q4 2023,1.8,Good performance
1081,Alicia Johnson,Q1 2023,3.7,Very good performance
1082,Dustin Williamson,Q2 2023,4.5,Good performance
1083,Jason Martin,Q3 2023,2.0,Good performance
1084,Kayla Johnson,Q4 2023,3.5,Excellent performance
1085,Shannon Brewer,Q1 2023,4.4,Needs improvement
1086,Brianna Todd,Q2 2023,1.6,Good performance
1087,Kenneth Bailey,Q3 2023,2.8,Needs improvement
1088,Dr. Henry Martin,Q4 2023,3.2,Good performance
1089,Jacqueline Bird,Q1 2023,2.6,Good performance
1090,Jennifer Christian,Q2 2023,2.7,Excellent performance
1091,Michele Nelson,Q3 2023,4.0,Good performance
1092,Robert Stone,Q4 2023,3.4,Very good performance
1093,Audrey Lyons,Q1 2023,4.4,Very good performance
1094,Jared Baird IV,Q2 2023,1.3,Excellent performance
1095,Jennifer Malone,Q3 2023,3.3,Needs improvement
1096,Cynthia Garcia,Q4 2023,4.2,Good performance
1097,Gregory Ruiz,Q1 2023,5.0,Needs improvement
1098,Kelly Wilson,Q2 2023,2.5,Needs improvement
1099,Lisa Spencer,Q3 2023,1.7,Good performance
1100,Audrey Alvarez,Q4 2023,1.1,Very good performance
1101,Mark Moore,Q1 2023,3.5,Very good performance
